,news_source,is_title,text,topic,date,link,medium,labels
634,Daily Mail,0,"Gee, like the other US servicemen killed in the attack, will be posthumously awarded a Purple Heart, the oldest US military award still given to American service members.",crime,2021-09-17T10:53:44+0100,https://www.dailymail.co.uk/news/article-10000887/US-marine-Nicole-Gee-honored-community-procession-ahead-funeral-Sacramento.html?ito=social-facebook,article,0
133,Daily Mail,0,"In response to the discovery of the new Covid variant, President Biden suspended travel from South Africa - and six of its neighbors - to the the U.S.",corona,2021-11-29T20:24:17+0000,https://www.dailymail.co.uk/health/article-10255315/South-Africa-province-Omicron-variant-detected-sees-330-surge-hospitalizations.html?ito=social-facebook,article,0
4628,Sky News,0,"Spain joined the group early on Monday evening, with a pause in its use of the vaccine to last at least two weeks, and Portugal and Slovenia have also temporarily halted their rollout of the jab.",corona,2021-03-15T23:51:00+0000,https://news.sky.com/story/covid-19-germany-suspends-oxford-astrazeneca-coronavirus-vaccine-amid-blood-clot-concerns-12246936,article,0
7618,Metro,0,"A study by Public Health England this week found one dose of the Pfizer jab gave 94 per cent protection against hospitalisation against the Delta strain, similar to the 85 per cent protection against the Kent strain which fuelled the second wave last year.",corona,2021-06-18T08:50:00+0000,https://metro.co.uk/2021/06/18/restrictions-could-end-on-july-5-if-covid-vaccine-success-continues-14792359/?ito=facebook|social|metroukfacebook,article,0
2289,Sky News,0,"Pilots will also join action at Heathrow, Bristol, Edinburgh and Manchester airports.",corona,2021-06-20T21:59:00+0000,https://news.sky.com/story/covid-19-pilots-criticise-ludicrously-cautious-travel-rules-and-claim-uk-aviation-sector-is-now-hardest-hit-in-europe-12336758,article,0
5571,Daily Mail,0,"An Idaho mother says the last thing her 20-year-old daughter told her before she was intubated and placed into a medically induced coma while being treated for COVID-19 was, 'Mama, I don't want to die.'",corona,2021-09-23T19:27:23+0100,https://www.dailymail.co.uk/news/article-10022063/Woman-20-dies-COVID-Idaho-hospital.html?ito=social-facebook,article,1
282,Daily Mail,0,BioNTech believes they will be able to determine the variant's ability to evade the vaccines within the next two weeks.,corona,2021-11-29T20:24:17+0000,https://www.dailymail.co.uk/health/article-10255315/South-Africa-province-Omicron-variant-detected-sees-330-surge-hospitalizations.html?ito=social-facebook,article,0
1186,BBC News,0,"I asked him for his registration number, at which point he decided to phone a friend.""",corona,2021-03-24T07:09:26+0000,https://www.bbc.com/news/uk-england-london-56428471,article,0
6036,Daily Mail,0,An insider said: 'There is a lot of domestic production already.,corona,2021-03-20T22:01:11+0000,https://www.dailymail.co.uk/news/article-9384659/Merkel-Macron-set-illegal-EU-plan.html?ito=social-facebook,article,1
2792,Daily Mail,0,"If somebody has committed these crimes, they are worthy of death,' he said.",crime,2021-06-22T23:18:21+0100,https://www.dailymail.co.uk/news/article-9713895/Florida-father-convicted-double-murder-decides-represents-instead-using-attorney.html,article,1
3756,Daily Mail,0,"People who test positive for COVID-19 will either travel to their homes or self-isolate according to CDC guidelines, the health agency said.",corona,2021-12-05T07:34:27+0000,https://www.dailymail.co.uk/news/article-10276697/COVID-cases-Norwegian-Cruise-ship-returning-New-Orleans.html?ito=social-facebook,article,0
4454,Daily Mail,0,"Baptist Memorial Hospital in Collierville also received one patient, who was discharged, and the Baptist Memorial in Memphis received two, according to the New York Times.",crime,2021-09-23T20:47:53+0100,https://www.dailymail.co.uk/news/article-10022601/Multiple-people-injured-mass-shooting-Kroger-store-Memphis.html?ito=social-facebook,article,0
3876,Metro,0,"I would urge them to come forward, to speak to my team – in confidence – and to help us make that vital breakthrough in our investigation.",crime,2021-09-14T19:15:00+0000,https://metro.co.uk/2021/09/14/chino-johnson-man-killed-in-drive-by-shooting-in-brixton-is-named-15259130/?ito=facebook|social|metroukfacebook,article,1
417,Daily Mail,0,The Botswana variant has more than 50 mutations and more than 30 of them are on the spike protein.,corona,2021-11-29T20:24:17+0000,https://www.dailymail.co.uk/health/article-10255315/South-Africa-province-Omicron-variant-detected-sees-330-surge-hospitalizations.html?ito=social-facebook,article,0
1633,Daily Mail,0,"Jewish ultra-Orthodox parties, which wield significant influence over matters of religion and state, oppose homosexuality as a violation of religious law.",corona,2021-06-25T16:59:01+0100,https://www.dailymail.co.uk/news/article-9725863/Israel-reimposes-indoor-mask-rule-amid-surge-Covid-cases-despite-successful-vaccine-rollout.html?ito=social-facebook,article,0
6114,Daily Mail,0,"'My mother and father aged overnight, you could see it,' Cunha said.",crime,2021-12-05T07:45:20+0000,https://www.dailymail.co.uk/news/article-10276547/DNA-conch-shell-linked-half-brother-victim-crack-20-year-old-cold-case.html?ito=social-facebook,article,1
7162,Daily Mail,0,"However, one scientific paper suggests the number and combination of changes which have occurred in this new variant is potentially 'unprecedented'.",corona,2020-12-22T16:24:36+0000,https://www.dailymail.co.uk/news/article-9079493/Britains-daily-Covid-cases-DOUBLE-week-36-804-infections.html?ito=social-facebook,article,1
2160,Metro,0,He said passports would provide ‘a powerful incentive’ to those reluctant to get jabbed – but exemptions should be made for those with a genuine medical reason not to be vaccinated.,corona,2021-06-06T12:01:00+0000,https://metro.co.uk/2021/06/06/tony-blair-calls-for-vaccine-passports-ahead-of-june-21-reopening-14723316/?ito=facebook%7Csocial%7Cmetroukfacebook,article,1
1598,Daily Mail,0,"But Mr Knight, speaking as he lay flowers outside the youngster's home in Solihull, West Midlands on Saturday, said he intends to refer Tustin and Hughes' case to the 'unduly lenient sentencing scheme' - meaning the pair's time behind bars could be extended.",crime,2021-12-04T23:05:24+0000,https://www.dailymail.co.uk/news/article-10275829/Stepmother-tortured-killed-Arthur-Labinjo-Hughes-NEVER-mentioned-cellmate-says.html?ito=social-facebook,article,0
3679,Daily Mail,0,"Extravagantly costumed revellers danced on colourful floats under rainbow banners, in a parade stretching from the city centre along the beach towards the ancient port of Jaffa, a mixed Arab-Jewish quarter.",corona,2021-06-25T16:59:01+0100,https://www.dailymail.co.uk/news/article-9725863/Israel-reimposes-indoor-mask-rule-amid-surge-Covid-cases-despite-successful-vaccine-rollout.html?ito=social-facebook,article,0
6508,Daily Mail,0,"'Well, the pace is slower than what was stated.",corona,2020-12-28T05:21:23+0000,https://www.dailymail.co.uk/news/article-9091917/Dr-Scott-Gottlieb-says-administering-20-million-COVID-vaccines-end-2020-unrealistic.html?ito=social-facebook,article,1
3433,Daily Mail,0,'He was made to sleep downstairs on the hard floor without a mattress.,crime,2021-12-04T23:05:24+0000,https://www.dailymail.co.uk/news/article-10275829/Stepmother-tortured-killed-Arthur-Labinjo-Hughes-NEVER-mentioned-cellmate-says.html?ito=social-facebook,article,0
6958,Metro,0,The report by the Tony Blair Institute for Global Change said the NHS app isn’t fit for purpose and new technology should be developed to host the passports.,corona,2021-06-06T12:01:00+0000,https://metro.co.uk/2021/06/06/tony-blair-calls-for-vaccine-passports-ahead-of-june-21-reopening-14723316/?ito=facebook%7Csocial%7Cmetroukfacebook,article,0
1622,Metro,0,"On Wednesday morning, jurors returned to the courtroom to review the cellphone video taken by Bryan that captured Ahmaud being blasted with a shotgun on a residential street in coastal Georgia.",crime,2021-11-24T18:56:00+0000,https://metro.co.uk/2021/11/24/ahmaud-arbery-trial-verdict-three-white-men-found-guilty-of-murder-15653122/,article,0
6142,BBC News,0,"""This reflects the fact that whilst we, along with our partners, will constantly strive to improve, the ultimate responsibility for this barbaric act lies with the attacker.""",crime,2021-05-28T16:52:39+0000,https://www.bbc.com/news/uk-england-london-57260509,article,1
2649,Daily Mail,0,"After the store was secure and the shooter confirmed dead, police searching the store parking lot were still investigating the shooter's car as well as personal equipment that is believed to have belonged to him.",crime,2021-09-23T20:47:53+0100,https://www.dailymail.co.uk/news/article-10022601/Multiple-people-injured-mass-shooting-Kroger-store-Memphis.html?ito=social-facebook,article,0
4676,Daily Mail,0,"The mutated coronavirus strain has rapidly spread through swathes of England in a fortnight, according to official data that shows it now accounts for the majority of infections in some regions.",corona,2020-12-22T16:24:36+0000,https://www.dailymail.co.uk/news/article-9079493/Britains-daily-Covid-cases-DOUBLE-week-36-804-infections.html?ito=social-facebook,article,0
1371,Metro,0,"However, she also feels that the people whose murders lie on file need to be remembered beyond the infamy of the high-profile killers.",crime,2021-03-23T24:15:00+0000,https://metro.co.uk/2021/03/23/majority-of-unsolved-murders-across-uk-involve-female-victims-14286904/?ito=facebook|social|metroukfacebook,article,1
3257,Sky News,0,"On this day last year, there were 1,398 COVID patients reported in hospital across the UK.",corona,2021-09-20T23:13:00+0000,https://news.sky.com/story/covid-19-uk-records-36100-new-cases-and-49-more-coronavirus-related-deaths-with-7847-patients-in-hospital-12412993,article,0
884,Daily Mail,0,20 December: 30 cases,corona,2020-12-23T00:01:52+0000,https://www.dailymail.co.uk/news/article-9080871/New-South-Wales-records-eight-cases-Covid-19.html,article,0
4788,Metro,0,"Across the UK as a whole, 80.4% of people over the age of 16 are fully protected but much of the capital is lagging well behind.",corona,2021-09-09T17:36:00+0000,https://metro.co.uk/2021/09/09/london-englands-11-least-vaccinated-areas-are-all-in-the-capital-15234057/?ito=facebook|social|metroukfacebook,article,0
7347,Sky News,0,"Black Lives Matter UK called Ms Johnson ""a fearless political campaigner"" and said she was ""at the forefront of many BLM protests last summer"", which were sparked following the murder of George Floyd.",crime,2021-05-25T11:16:00+0000,https://news.sky.com/story/sasha-johnson-shooting-of-black-equal-rights-activist-by-group-of-men-not-targeted-attack-police-say-12316468,article,0
4569,Daily Mail,0,"'I would say that anybody who is over the age of about 70, or anyone with other health issues or co-morbidities, should think seriously about whether or not they have people into their homes.",corona,2020-12-23T00:01:52+0000,https://www.dailymail.co.uk/news/article-9080871/New-South-Wales-records-eight-cases-Covid-19.html,article,1
2881,Metro,0,"‘Chris Whitty and Sir Patrick Vallance – what did you call them Richard?’ Susanna began, as her co-star laughed: ‘The Chuckle Brothers!’",corona,2021-06-08T09:48:00+0000,https://metro.co.uk/2021/06/08/richard-madeley-clashes-with-dr-hilary-again-over-lockdown-restrictions-14735113/?ito=facebook|social|metroukfacebook,article,1
3313,Metro,0,They rushed him to the vet but the injury – a single knife wound driven right through from side to side – was too severe and he did not survive.,crime,2021-06-22T18:28:00+0000,https://metro.co.uk/2021/06/22/man-who-stabbed-16-cats-in-brighton-was-finally-caught-on-cctv-court-hears-14813371/?ito=facebook|social|metroukfacebook,article,0
1283,BBC News,0,Opening arguments begin on Friday.,crime,2021-11-05T00:03:50+0000,https://www.bbc.com/news/world-us-canada-59167085,article,0
6047,Sky News,0,"As recently as this month, there had been 54 countries and territories on the government's travel red list.",corona,2021-10-28T18:11:00+0000,https://news.sky.com/story/covid-19-all-countries-to-be-removed-from-governments-travel-red-list-12453412,article,0
1799,Daily Mail,0,They are:,corona,2020-12-23T00:01:52+0000,https://www.dailymail.co.uk/news/article-9080871/New-South-Wales-records-eight-cases-Covid-19.html,article,1
5716,Sky News,0,Bodies of a man and woman have been found within hours of each other in fields near a village in Derbyshire.,crime,2021-06-19T23:13:00+0000,https://news.sky.com/story/bodies-of-man-and-woman-found-in-fields-near-derbyshire-village-12336545,article,0
6294,Daily Mail,0,The 'R rate' must remain below 1 for infections to decrease.,corona,2020-12-22T16:24:36+0000,https://www.dailymail.co.uk/news/article-9079493/Britains-daily-Covid-cases-DOUBLE-week-36-804-infections.html?ito=social-facebook,article,0
1653,Daily Mail,0,"Similar shows of respect are expected at the 3pm kickoffs at other Premier League grounds on Saturday, as well as at Coventry, West Brom and other West Midland clubs later today.",crime,2021-12-04T23:05:24+0000,https://www.dailymail.co.uk/news/article-10275829/Stepmother-tortured-killed-Arthur-Labinjo-Hughes-NEVER-mentioned-cellmate-says.html?ito=social-facebook,article,0
